"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6248724303834","43.4903047091413","36.9004228021577","33.197259075667","26.9718617874326","29.0712931914273","28.6630704184283","27.2780288671818","25.1640180784371","25.2514943869369","28.808864265928","36.4922000291588","40.399475142149","41.215920688147","43.9131068668902","41.8865723866453","35.9236040239102","30.9957719784225","35.5445400204111","42.8779705496428","43.0820819361423","41.6970403848958","47.7037469018807","46.391602274384","41.7699373086456","39.5684502114011","41.7699373086456","41.2596588423969","","","",
"American Samoa","ASM","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.26923076923077","3.70512826923077","4.14102557692308","4.57692307692308","5.01282057692308","5.44871788461539","5.88461538461539","6.32051288461539","6.75641019230769","7.19230769230769","7.62820519230769","8.0641025","8.5","8.9358975","9.37179480769231","9.80769230769231","9.61538461538462","9.42307692307692","9.23076923076923","9.03846153846154","8.84615384615385","8.65384615384615","8.46153846153846","8.46153846153846","8.46153846153846","8.46153846153846","8.46153846153846","8.46153846153846","8.46153846153846","8.46153846153846","8.46153846153846","","","",
"Australia","AUS","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.77036585365854","4.29069105691057","4.03459349593496","4.50410569105691","4.4569512195122","4.43540650406504","4.41386178861789","4.40228455284553","4.37682926829268","4.23451219512195","4.09219512195122","3.94987804878049","3.80756097560976","3.56842479674797","3.32928861788618","3.09015243902439","2.8510162601626","2.67784552845528","2.6859756097561","3.22520325203252","3.89186991869919","3.75264227642276","1.8739837398374","2.15914634146341","2.45094336788618","2.50609756097561","2.14024390243902","1.75609756097561","","","",
"Austria","AUT","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","6.07272727272727","6.15890909090909","6.24509090909091","6.33127272727273","6.41745454545455","6.50363636363636","6.58654545454545","6.66945454545455","6.75236363636364","6.83527272727273","6.91818181818182","6.788","6.65781818181818","6.52763636363636","6.39745454545455","6.26727272727273","6.44454545454546","6.62181818181818","6.64363636363636","6.66545454545455","6.61090909090909","6.55818181818182","6.50363636363636","6.48386363636364","6.46409090909091","6.44431818181818","6.42454545454545","6.40477272727273","6.385","6.36522727272727","6.34545454545455","6.34545454545455","6.34545454545455","6.34545454545455","6.34545454545455","6.34545454545455","6.34545454545455","6.34545454545455","6.34545454545455","6.34545454545455","6.34545454545455","","","",
"Azerbaijan","AZE","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199.654959950709","201.330868761553","180.320394331485","172.15033887862","165.828712261245","154.257547751078","126.124460874923","147.479975354282","135.428219346888","122.279728897104","122.230437461491","129.611829944547","137.707948243993","145.409735058534","149.648798521257","148.921749845964","142.082563154652","137.276648182378","135.181762168823","139.199014171288","147.566235366605","147.800369685767","142.846580406654","144.041897720271","146.370918052988","149.353049907579","149.932224276032","155.144793592113","155.144793592113","","","",
"Burundi","BDI","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99403578528827","1.13778865308151","1.28154151988072","1.42529438767396","1.56904725447316","1.7128001222664","1.85655299005964","2.00030585685885","2.14405872465209","2.28781159244533","2.43156445924453","2.57531732703777","2.71907019383698","2.86282306163022","2.84711729622266","2.83141153081511","2.81570576540755","2.8","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","2.78429423459245","","","",
"Belgium","BEL","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","75.2541666666667","74.8211666666667","74.3881666666667","73.9551666666667","73.5221666666667","73.0891666666667","72.6561666666667","72.2231666666667","71.7901666666667","71.3571666666667","70.9241666666667","70.4911666666667","70.0581666666667","69.6251666666667","69.1921666666667","68.7591666666667","66.42125","64.0833333333333","63.6544444441667","63.2255555558333","62.7758333333333","59.4533333333333","56.1308333333333","55.1597222225","54.1886111108333","53.2175","52.5004166666667","51.7833333333333","51.075","50.0166666666667","49.6083333333333","42.35","44.1666666666667","40.2416666666667","37.9666666666667","33.2833333333333","34.9420027083333","36.6006720833333","34.7916666666667","34.9916666666667","34.9916666666667","","","",
"Benin","BEN","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","1.06796116504854","1.11473300970874","1.16150485436893","1.20827669902913","1.25504854368932","1.30182038834951","1.34878640776699","1.39575242718447","1.44271844660194","1.48968446601942","1.45717753106796","1.4246705961165","1.39216366116505","1.35965672718447","1.32714979223301","1.29464285728155","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","1.2621359223301","","","",
"Burkina Faso","BFA","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","2.32","2.41824","2.51648","2.61472","2.71296","2.8112","2.9096","3.008","3.1619555552","3.3159111112","3.4698666664","3.6238222224","3.7777777776","4.64","4.912","5.184","5.456","5.728","6","6.272","6.544","6.544","6.544","6.544","6.544","6.544","6.544","6.544","6.544","6.544","6.544","6.544","6.544","6.544","6.544","6.544","","","",
"Bangladesh","BGD","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","34.1619047619048","","","",
"Bulgaria","BGR","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","67.5238095238095","67.4380952380952","67.352380952381","67.2666666666667","67.1809523809524","67.0952380952381","64.5691111109524","62.0429841271429","59.5168571428571","56.9907301585714","36.3031746033333","35.5933333333333","34.8834920633333","34.1736507938095","33.4638095238095","32.7539682538095","32.0441269842857","31.3342857142857","30.6244444442857","29.9146031747619","29.2033333333333","27.7780952380952","31.3747619047619","31.0062857142857","30.6378095238095","30.2693333333333","29.9008571428571","29.532380952381","30.5952380952381","29.1442857142857","28.3809523809524","30.4047619047619","27.212380952381","26.0380952380952","25.6","26.8066666666667","27.0904761904762","26.9428571428571","25.8333333333333","25.8190476190476","24.1714285714286","","","",
"Bahrain","BHR","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4872.5","4956.73077","5194.1826925","5447.2115375","5700.240385","5953.26923","6206.2980775","6459.3269225","6712.35577","6965.384615","7218.4134625","6808.108975","6397.8044875","5967.5","5832.045455","5696.59091","5561.1363625","5425.6818175","5290.2272725","5154.7727275","5019.3181825","4883.8636375","4748.40909","4612.954545","4477.5","3977.5","3877.5","3877.5","3877.5","3877.5","3877.5","","","",
"Bahamas, The","BHS","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04732394366197","1.05239436619718","1.05774647887324","1.0630985915493","1.06760563380282","1.06676056338028","1.07154929577465","1.09746478873239","1.10394366197183","1.21098591549296","1.22647887323944","1.19323943661972","1.23295774647887","1.22760563380282","1.16169014084507","1.17887323943662","1.18197183098592","1.12929577464789","0.87887323943662","0.86056338028169","0.848676056338028","","","",
"Belarus","BLR","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.82352941176471","5.73941176470588","5.65529411764706","5.57117647058824","5.48705882352941","5.40294117647059","5.32588235294118","5.24882352941176","5.17176470588235","5.09470588235294","5.01764705882353","4.92470588235294","4.83176470588235","4.73882352941177","4.64588235294118","4.55294117647059","4.51960784323529","4.48627450970588","4.45294117647059","4.62058823529412","4.25882352941176","4.27058823529412","4.10882352941177","4.08823529411765","3.99411764705882","3.90588235294118","","","",
"Belize","BLZ","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.131061598951507","0.15130473525557","0.171547870904325","0.191791007208388","0.212034143512451","0.232277279161206","0.252520415465269","0.315889058322412","0.379257701834862","0.435778376146789","0.492299051114024","0.54881972542595","0.605340400393185","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","0.661861074705111","","","",
"Bermuda","BMU","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.408566721581549","0.428148869258649","0.44773101693575","0.467313164579901","0.486895312257002","0.506477459934102","0.526059607611203","0.545641755288303","0.565223902965404","0.584806050609555","0.604388198286656","0.623970345963756","0.643552493640857","0.648518130247117","0.653483766820428","0.658449403426689","0.663415040032949","0.66838067660626","0.673346313212521","0.678311949818781","0.683277586392092","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","0.687973640856672","","","",
"Brazil","BRA","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.61897191308956","0.657893187304363","0.696814461520933","0.735735735735736","0.774657009950539","0.813578284167108","0.852499558381911","0.891420832596714","0.930342106813284","0.968556792086204","0.974209503621268","0.979862215156333","0.985514926691397","0.991167638226462","0.996820349761526","1.00247306129659","1.00812577283166","1.01377848436672","1.01943119590178","1.02508390743685","1.0990990990991","1.17295530824943","1.2468799682035","1.32080462815757","1.27743552375905","1.23406641936054","1.19069731496202","1.14859565447801","1.1280692457163","1.17134781840664","1.16021904257198","1.17470411588059","1.19130895601484","1.18689277512807","","","",
"Barbados","BRB","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","37.5","39.375","41.25","43.125","45","46.875","48.75","50.625","52.5","54.375","56.25","58.125","60","61.875","63.75","65.625","67.5","69.375","71.25","73.125","75","76.875","78.75","80.625","82.5","84.375","86.25","88.125","90","91.875","93.75","95.625","97.5","99.375","101.25","101.25","101.25","101.25","101.25","101.25","101.25","101.25","101.25","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","","","",
"Brunei Darussalam","BRN","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.894117647058824","0.956862744705882","1.01960784352941","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","1.08235294117647","","","",
"Bhutan","BTN","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","0.433205128205128","","","",
"Botswana","BWA","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","3.75","3.88666666666667","4.02333333333333","4.16","4.29666666666667","4.43333333333333","4.57083333333333","4.70833333333333","5.13055555416667","5.55277777916667","5.975","6.39666666666667","6.81833333333333","7.24","7.66166666666667","8.08333333333333","8.09545454583333","8.10757575833333","8.11969697083333","8.13181818333333","8.14393939583333","8.15606060416667","8.16818181666667","8.18030302916667","8.19242424166667","8.20454545416667","8.21666666666667","8.1","7.96458333333333","7.82916666666667","7.82916666666667","8.3875","8.04166666666667","8.5","8.41666666666667","9.18448333333333","","","",
"Central African Republic","CAF","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.013758865248227","0.0163120567375887","0.0188652482269504","0.0214184397163121","0.0239716312056738","0.0265248226950355","0.0290780141843972","0.0316312056737589","0.0341843971631206","0.0367375886524823","0.039290780141844","0.0418439716312057","0.0443971631205674","0.0469503546099291","0.0478439716312057","0.0487375886524823","0.0496312056737589","0.0505248226950355","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","0.0514184397163121","","","",
"Canada","CAN","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","1.48070175438597","1.50100350877193","1.52130526315789","1.54160701754386","1.56181403508772","1.58214035087719","1.5619298245614","1.54171929824561","1.52150877192982","1.50129824561404","1.48108771929825","1.47823700159649","1.47538628389123","1.47253556618947","1.46968484848421","1.46683413078246","1.46398341307719","1.46113269537544","1.45828197767018","1.45543125996842","1.45258054226316","1.4497298245614","1.40551929824561","1.36130877192982","1.30521578947368","1.24912280701754","1.27859649122807","1.3080701754386","1.28087719298246","1.25368421052632","1.26285964912281","1.2720350877193","1.2720350877193","1.2720350877193","1.2720350877193","","","",
"Central Europe and the Baltics","CEB","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.924783182127","12.9892261060709","12.9089396375045","13.294087990488","12.8628913704488","12.1510423244475","11.873687422565","","","",
"Switzerland","CHE","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","6.43069306930693","6.42623762376238","6.42178217821782","6.41732673267327","6.41287128712871","6.40841584158416","6.43663366336634","6.46485148514851","6.49306930693069","6.52128712871287","6.54950495049505","6.56683168316832","6.58415841584158","6.60148514851485","6.61881188118812","6.63613861386139","6.65346534653465","6.67079207920792","6.6030198019802","6.53524752475248","6.46747524752475","6.39970297029703","6.33193069306931","6.31207920792079","6.29222772277228","6.27237623762376","6.25252475247525","6.23267326732673","6.10556930693069","5.97846534653465","5.85136138613861","5.72425742574258","5.59715346534654","5.4700495049505","5.34294554455446","5.21584158415842","5.08873762376238","4.95049504950495","4.25742574257426","4.21782178217822","4.22256683168317","4.21782178217822","4.21782178217822","4.21782178217822","4.21782178217822","4.21782178217822","","","",
"Channel Islands","CHI","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29211299435028","2.41430831315254","2.5365036319661","2.65869895076836","2.78089426957062","2.90308958837288","3.02528490718644","3.1474802259887","3.26967554479096","3.39130871671186","3.51294188862147","3.63058918482486","3.75221953187571","3.87384987893785","3.9954802259887","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","3.99638418079096","","","",
"China","CHN","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","15.7737566212805","16.0717586832095","16.3697607451385","16.6677628070674","16.9657648689964","17.1019232820221","17.2365885740695","17.3712538661168","17.5059191581642","17.6405844502115","17.7752497422589","18.076243971229","18.3772382001955","18.6782324291656","18.8077378201465","18.9372432111238","19.0667486021046","19.1962539930819","19.3257593840627","19.45526477504","19.5847701660208","19.6075224856909","19.630274805361","19.6530271250311","19.6757794447012","19.6985317643713","20.1926837072061","20.2175690568452","20.4806427530307","20.7330512993708","20.8620996124996","21.1525471932881","21.2876390913292","21.4298410892673","21.0956663941128","21.0387855949376","21.4732126986384","21.1959188026592","21.0782466493654","21.4056667496178","20.2097479469587","","","",
"Cote d'Ivoire","CIV","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.922696512233212","1.09231303136387","1.26192955062467","1.43154606975534","1.474492451848","1.51743883394066","1.56038521603332","1.60333159812598","1.64167968076523","1.68002776327434","1.71837584591359","1.75672392855284","1.79507201106195","1.8334200937012","1.8699635606455","1.9065070275898","1.9430504945341","1.9795939614784","2.0161374284227","1.96014807105674","1.90279946785528","1.84613048763665","1.79048094169703","1.73483139562728","1.67918184968766","1.62421192660073","1.56822256923477","1.51223321186882","1.51223321186882","1.51223321186882","1.51223321186882","1.51223321186882","1.51223321186882","1.51223321186882","","","",
"Cameroon","CMR","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.145054945054945","0.145347985347985","0.145641025641026","0.145934065934066","0.146227106227106","0.146520146520147","0.172454212454212","0.198388278388278","0.224322344322344","0.25025641025641","0.276190476190476","0.302124542124542","0.328058608058608","0.353992673992674","0.362930402930403","0.371868131868132","0.380805860805861","0.38974358974359","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","0.398681318681319","","","",
"Congo, Dem. Rep.","COD","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0529","0.0553","0.0577","0.0601","0.0625","0.0649","0.0671111111111111","0.0693222222222222","0.0715333333333333","0.0737444444444444","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","0.0759555555555556","","","",
"Congo, Rep.","COG","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.018018018018018","0.0181981981981982","0.0183783783783784","0.0185585585585586","0.0187387387387387","0.0189189189189189","0.0190990990990991","0.0192792792792793","0.0194594594594595","0.0196396396396396","0.0198198198198198","0.02","0.0201801801801802","0.0203603603603604","0.0205405405405405","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","0.0207207207207207","","","",
